"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|CH","Actual Total Load [MW] - BZN|CH"
"06.02.2017 05:00 - 06.02.2017 06:00","7389","7064"
"06.02.2017 06:00 - 06.02.2017 07:00","7743","7462"
"06.02.2017 07:00 - 06.02.2017 08:00","8984","7899"
"06.02.2017 08:00 - 06.02.2017 09:00","9202","7976"
"06.02.2017 09:00 - 06.02.2017 10:00","9551","8354"
"06.02.2017 10:00 - 06.02.2017 11:00","9554","8435"
"06.02.2017 11:00 - 06.02.2017 12:00","9420","8490"
"06.02.2017 12:00 - 06.02.2017 13:00","9079","8467"
"06.02.2017 13:00 - 06.02.2017 14:00","9171","8134"
"06.02.2017 14:00 - 06.02.2017 15:00","9179","8144"
"06.02.2017 15:00 - 06.02.2017 16:00","8439","8040"
"06.02.2017 16:00 - 06.02.2017 17:00","8434","7930"
"06.02.2017 17:00 - 06.02.2017 18:00","9075","7876"
"06.02.2017 18:00 - 06.02.2017 19:00","9643","8018"
"06.02.2017 19:00 - 06.02.2017 20:00","9253","8366"
"06.02.2017 20:00 - 06.02.2017 21:00","8667","8057"
"06.02.2017 21:00 - 06.02.2017 22:00","8788","7579"
"06.02.2017 22:00 - 06.02.2017 23:00","7799","8000"
"06.02.2017 23:00 - 07.02.2017 00:00","7708","7854"
"07.02.2017 00:00 - 07.02.2017 01:00","7183","7669"
"07.02.2017 01:00 - 07.02.2017 02:00","7513","7557"
"07.02.2017 02:00 - 07.02.2017 03:00","7607","7577"
"07.02.2017 03:00 - 07.02.2017 04:00","7653","7454"
"07.02.2017 04:00 - 07.02.2017 05:00","7473","7371"
"07.02.2017 05:00 - 07.02.2017 06:00","7621","7316"
"07.02.2017 06:00 - 07.02.2017 07:00","8092","7534"
"07.02.2017 07:00 - 07.02.2017 08:00","8512","7898"
"07.02.2017 08:00 - 07.02.2017 09:00","9370","8228"
"07.02.2017 09:00 - 07.02.2017 10:00","9731","8505"
"07.02.2017 10:00 - 07.02.2017 11:00","9779","8479"
"07.02.2017 11:00 - 07.02.2017 12:00","9519","8708"
"07.02.2017 12:00 - 07.02.2017 13:00","9289","8653"
"07.02.2017 13:00 - 07.02.2017 14:00","8767","8195"
"07.02.2017 14:00 - 07.02.2017 15:00","8925","8527"
"07.02.2017 15:00 - 07.02.2017 16:00","8919","8505"
"07.02.2017 16:00 - 07.02.2017 17:00","8921","8523"
"07.02.2017 17:00 - 07.02.2017 18:00","8852","8529"
"07.02.2017 18:00 - 07.02.2017 19:00","9058","8385"
"07.02.2017 19:00 - 07.02.2017 20:00","9281","8487"
"07.02.2017 20:00 - 07.02.2017 21:00","8781","8099"
"07.02.2017 21:00 - 07.02.2017 22:00","8227","7665"
"07.02.2017 22:00 - 07.02.2017 23:00","7524","7875"
"07.02.2017 23:00 - 08.02.2017 00:00","7429","7733"
"08.02.2017 00:00 - 08.02.2017 01:00","7575","7544"
"08.02.2017 01:00 - 08.02.2017 02:00","7330","7304"
"08.02.2017 02:00 - 08.02.2017 03:00","7320","7423"
"08.02.2017 03:00 - 08.02.2017 04:00","7245","7406"
"08.02.2017 04:00 - 08.02.2017 05:00","7662","7336"
"08.02.2017 05:00 - 08.02.2017 06:00","7111","7237"
"08.02.2017 06:00 - 08.02.2017 07:00","7893","7545"
"08.02.2017 07:00 - 08.02.2017 08:00","9093","7634"
"08.02.2017 08:00 - 08.02.2017 09:00","9233","8092"
"08.02.2017 09:00 - 08.02.2017 10:00","9421","8491"
"08.02.2017 10:00 - 08.02.2017 11:00","9614","8530"
"08.02.2017 11:00 - 08.02.2017 12:00","9867","8624"
"08.02.2017 12:00 - 08.02.2017 13:00","8826","8659"
"08.02.2017 13:00 - 08.02.2017 14:00","9116","8428"
"08.02.2017 14:00 - 08.02.2017 15:00","9215","8442"
"08.02.2017 15:00 - 08.02.2017 16:00","9198","8326"
"08.02.2017 16:00 - 08.02.2017 17:00","9246","8258"
"08.02.2017 17:00 - 08.02.2017 18:00","9154","8218"
"08.02.2017 18:00 - 08.02.2017 19:00","8978","8296"
"08.02.2017 19:00 - 08.02.2017 20:00","9169","8464"
"08.02.2017 20:00 - 08.02.2017 21:00","9082","8100"
"08.02.2017 21:00 - 08.02.2017 22:00","8014","7600"
"08.02.2017 22:00 - 08.02.2017 23:00","8005","7292"
"08.02.2017 23:00 - 09.02.2017 00:00","7808","7164"
"09.02.2017 00:00 - 09.02.2017 01:00","7470","6904"
"09.02.2017 01:00 - 09.02.2017 02:00","7442","6911"
"09.02.2017 02:00 - 09.02.2017 03:00","7706","7312"
"09.02.2017 03:00 - 09.02.2017 04:00","7748","7527"
"09.02.2017 04:00 - 09.02.2017 05:00","7726","7493"
"09.02.2017 05:00 - 09.02.2017 06:00","7633","7402"
"09.02.2017 06:00 - 09.02.2017 07:00","8167","8752"
"09.02.2017 07:00 - 09.02.2017 08:00","8896","7477"
"09.02.2017 08:00 - 09.02.2017 09:00","9663","8192"
"09.02.2017 09:00 - 09.02.2017 10:00","9705","8608"
"09.02.2017 10:00 - 09.02.2017 11:00","9545","8683"
"09.02.2017 11:00 - 09.02.2017 12:00","9361","8721"
"09.02.2017 12:00 - 09.02.2017 13:00","9335","8691"
"09.02.2017 13:00 - 09.02.2017 14:00","9185","8455"
"09.02.2017 14:00 - 09.02.2017 15:00","9231","8507"
"09.02.2017 15:00 - 09.02.2017 16:00","8764","8381"
"09.02.2017 16:00 - 09.02.2017 17:00","8914","8321"
"09.02.2017 17:00 - 09.02.2017 18:00","9023","8347"
"09.02.2017 18:00 - 09.02.2017 19:00","9123","8417"
"09.02.2017 19:00 - 09.02.2017 20:00","9307","8577"
"09.02.2017 20:00 - 09.02.2017 21:00","8504","8281"
"09.02.2017 21:00 - 09.02.2017 22:00","8218","7813"
"09.02.2017 22:00 - 09.02.2017 23:00","7784","7429"
"09.02.2017 23:00 - 10.02.2017 00:00","7813","7289"
"10.02.2017 00:00 - 10.02.2017 01:00","7340","7072"
"10.02.2017 01:00 - 10.02.2017 02:00","7755","7089"
"10.02.2017 02:00 - 10.02.2017 03:00","7759","7149"
"10.02.2017 03:00 - 10.02.2017 04:00","7631","7256"
"10.02.2017 04:00 - 10.02.2017 05:00","7722","7179"
"10.02.2017 05:00 - 10.02.2017 06:00","7754","7239"
"10.02.2017 06:00 - 10.02.2017 07:00","8367","7124"
"10.02.2017 07:00 - 10.02.2017 08:00","8625","7395"
"10.02.2017 08:00 - 10.02.2017 09:00","9140","8157"
"10.02.2017 09:00 - 10.02.2017 10:00","9219","8556"
"10.02.2017 10:00 - 10.02.2017 11:00","8991","8610"
"10.02.2017 11:00 - 10.02.2017 12:00","9083","8662"
"10.02.2017 12:00 - 10.02.2017 13:00","8869","8554"
"10.02.2017 13:00 - 10.02.2017 14:00","8638","8298"
"10.02.2017 14:00 - 10.02.2017 15:00","9120","8318"
"10.02.2017 15:00 - 10.02.2017 16:00","8943","8142"
"10.02.2017 16:00 - 10.02.2017 17:00","8041","8082"
"10.02.2017 17:00 - 10.02.2017 18:00","8282","7829"
"10.02.2017 18:00 - 10.02.2017 19:00","9148","7949"
"10.02.2017 19:00 - 10.02.2017 20:00","9187","8373"
"10.02.2017 20:00 - 10.02.2017 21:00","8357","8152"
"10.02.2017 21:00 - 10.02.2017 22:00","7827","7689"
"10.02.2017 22:00 - 10.02.2017 23:00","7440","7283"
"10.02.2017 23:00 - 11.02.2017 00:00","7615","7144"
"11.02.2017 00:00 - 11.02.2017 01:00","7539","6994"
"11.02.2017 01:00 - 11.02.2017 02:00","7972","7093"
"11.02.2017 02:00 - 11.02.2017 03:00","7952","6916"
"11.02.2017 03:00 - 11.02.2017 04:00","7933","6911"
"11.02.2017 04:00 - 11.02.2017 05:00","7589","6858"
"11.02.2017 05:00 - 11.02.2017 06:00","7348","6613"
"11.02.2017 06:00 - 11.02.2017 07:00","7157","6711"
"11.02.2017 07:00 - 11.02.2017 08:00","7285","6782"
"11.02.2017 08:00 - 11.02.2017 09:00","7631","6702"
"11.02.2017 09:00 - 11.02.2017 10:00","7895","6968"
"11.02.2017 10:00 - 11.02.2017 11:00","7639","7019"
"11.02.2017 11:00 - 11.02.2017 12:00","7395","7049"
"11.02.2017 12:00 - 11.02.2017 13:00","8089","7018"
"11.02.2017 13:00 - 11.02.2017 14:00","7625","7039"
"11.02.2017 14:00 - 11.02.2017 15:00","7508","6919"
"11.02.2017 15:00 - 11.02.2017 16:00","7277","6738"
"11.02.2017 16:00 - 11.02.2017 17:00","7703","6668"
"11.02.2017 17:00 - 11.02.2017 18:00","7938","6793"
"11.02.2017 18:00 - 11.02.2017 19:00","8025","7043"
"11.02.2017 19:00 - 11.02.2017 20:00","8144","7498"
"11.02.2017 20:00 - 11.02.2017 21:00","7737","7336"
"11.02.2017 21:00 - 11.02.2017 22:00","7790","6993"
"11.02.2017 22:00 - 11.02.2017 23:00","7479","6728"
"11.02.2017 23:00 - 12.02.2017 00:00","7304","6870"
"12.02.2017 00:00 - 12.02.2017 01:00","7242","6810"
"12.02.2017 01:00 - 12.02.2017 02:00","6928","6692"
"12.02.2017 02:00 - 12.02.2017 03:00","6914","7039"
"12.02.2017 03:00 - 12.02.2017 04:00","6943","6890"
"12.02.2017 04:00 - 12.02.2017 05:00","7180","6969"
"12.02.2017 05:00 - 12.02.2017 06:00","7086","6899"
"12.02.2017 06:00 - 12.02.2017 07:00","7154","6815"
"12.02.2017 07:00 - 12.02.2017 08:00","6940","6626"
"12.02.2017 08:00 - 12.02.2017 09:00","7155","6588"
"12.02.2017 09:00 - 12.02.2017 10:00","7254","6747"
"12.02.2017 10:00 - 12.02.2017 11:00","7630","6424"
"12.02.2017 11:00 - 12.02.2017 12:00","7295","6711"
"12.02.2017 12:00 - 12.02.2017 13:00","7140","6706"
"12.02.2017 13:00 - 12.02.2017 14:00","7057","6775"
"12.02.2017 14:00 - 12.02.2017 15:00","7564","6629"
"12.02.2017 15:00 - 12.02.2017 16:00","7140","6895"
"12.02.2017 16:00 - 12.02.2017 17:00","7402","6938"
"12.02.2017 17:00 - 12.02.2017 18:00","7331","6987"
"12.02.2017 18:00 - 12.02.2017 19:00","7517","6882"
"12.02.2017 19:00 - 12.02.2017 20:00","7877","7291"
"12.02.2017 20:00 - 12.02.2017 21:00","7599","7210"
"12.02.2017 21:00 - 12.02.2017 22:00","7532","6973"
"12.02.2017 22:00 - 12.02.2017 23:00","7276","6810"
"12.02.2017 23:00 - 13.02.2017 00:00","7009","6759"
"13.02.2017 00:00 - 13.02.2017 01:00","7187","6798"
"13.02.2017 01:00 - 13.02.2017 02:00","7112","7108"
"13.02.2017 02:00 - 13.02.2017 03:00","7227","7087"
"13.02.2017 03:00 - 13.02.2017 04:00","7458","7072"
"13.02.2017 04:00 - 13.02.2017 05:00","7441","7032"
"13.02.2017 05:00 - 13.02.2017 06:00","7329","7009"
"13.02.2017 06:00 - 13.02.2017 07:00","8158","7512"
"13.02.2017 07:00 - 13.02.2017 08:00","8299","7548"
"13.02.2017 08:00 - 13.02.2017 09:00","9461","8066"
"13.02.2017 09:00 - 13.02.2017 10:00","9610","8515"
"13.02.2017 10:00 - 13.02.2017 11:00","9597","8629"
"13.02.2017 11:00 - 13.02.2017 12:00","9070","8742"
"13.02.2017 12:00 - 13.02.2017 13:00","8615","8701"
"13.02.2017 13:00 - 13.02.2017 14:00","8974","8409"
"13.02.2017 14:00 - 13.02.2017 15:00","8274","8434"
"13.02.2017 15:00 - 13.02.2017 16:00","8335","8289"
"13.02.2017 16:00 - 13.02.2017 17:00","8390","8207"
"13.02.2017 17:00 - 13.02.2017 18:00","8528","8164"
"13.02.2017 18:00 - 13.02.2017 19:00","9073","8207"
"13.02.2017 19:00 - 13.02.2017 20:00","9495","8452"
"13.02.2017 20:00 - 13.02.2017 21:00","8998","8146"
"13.02.2017 21:00 - 13.02.2017 22:00","8319","7630"
"13.02.2017 22:00 - 13.02.2017 23:00","8213","7300"
"13.02.2017 23:00 - 14.02.2017 00:00","7929","7355"
"14.02.2017 00:00 - 14.02.2017 01:00","7247","7099"
"14.02.2017 01:00 - 14.02.2017 02:00","7468","6930"
"14.02.2017 02:00 - 14.02.2017 03:00","7450","7063"
"14.02.2017 03:00 - 14.02.2017 04:00","7875","7435"
"14.02.2017 04:00 - 14.02.2017 05:00","7462","7386"
"14.02.2017 05:00 - 14.02.2017 06:00","7497","7291"
"14.02.2017 06:00 - 14.02.2017 07:00","8263","7377"
"14.02.2017 07:00 - 14.02.2017 08:00","9117","7435"
"14.02.2017 08:00 - 14.02.2017 09:00","9443","8126"
"14.02.2017 09:00 - 14.02.2017 10:00","9262","8499"
"14.02.2017 10:00 - 14.02.2017 11:00","9266","8554"
"14.02.2017 11:00 - 14.02.2017 12:00","9336","8562"
"14.02.2017 12:00 - 14.02.2017 13:00","9379","8446"
"14.02.2017 13:00 - 14.02.2017 14:00","8696","8019"
"14.02.2017 14:00 - 14.02.2017 15:00","8735","8085"
"14.02.2017 15:00 - 14.02.2017 16:00","8175","7853"
"14.02.2017 16:00 - 14.02.2017 17:00","8139","7734"
"14.02.2017 17:00 - 14.02.2017 18:00","8283","7583"
"14.02.2017 18:00 - 14.02.2017 19:00","9331","7693"
"14.02.2017 19:00 - 14.02.2017 20:00","9441","8217"
"14.02.2017 20:00 - 14.02.2017 21:00","7927","8034"
"14.02.2017 21:00 - 14.02.2017 22:00","8003","7610"
"14.02.2017 22:00 - 14.02.2017 23:00","7814","7258"
"14.02.2017 23:00 - 15.02.2017 00:00","7515","7190"
"15.02.2017 00:00 - 15.02.2017 01:00","7193","7135"
"15.02.2017 01:00 - 15.02.2017 02:00","7260","7171"
"15.02.2017 02:00 - 15.02.2017 03:00","7454","7549"
"15.02.2017 03:00 - 15.02.2017 04:00","7593","7598"
"15.02.2017 04:00 - 15.02.2017 05:00","7888","7497"
"15.02.2017 05:00 - 15.02.2017 06:00","7781","7429"
"15.02.2017 06:00 - 15.02.2017 07:00","8559","7580"
"15.02.2017 07:00 - 15.02.2017 08:00","9097","7443"
"15.02.2017 08:00 - 15.02.2017 09:00","8824","8087"
"15.02.2017 09:00 - 15.02.2017 10:00","9087","8445"
"15.02.2017 10:00 - 15.02.2017 11:00","9193","8411"
"15.02.2017 11:00 - 15.02.2017 12:00","9002","8365"
"15.02.2017 12:00 - 15.02.2017 13:00","8829","8376"
"15.02.2017 13:00 - 15.02.2017 14:00","8366","8273"
"15.02.2017 14:00 - 15.02.2017 15:00","7833","8338"
"15.02.2017 15:00 - 15.02.2017 16:00","7948","8016"
"15.02.2017 16:00 - 15.02.2017 17:00","7952","7753"
"15.02.2017 17:00 - 15.02.2017 18:00","7426","7539"
"15.02.2017 18:00 - 15.02.2017 19:00","9260","7633"
"15.02.2017 19:00 - 15.02.2017 20:00","8860","8183"
"15.02.2017 20:00 - 15.02.2017 21:00","8715","8010"
"15.02.2017 21:00 - 15.02.2017 22:00","8277","7611"
"15.02.2017 22:00 - 15.02.2017 23:00","8239","7317"
"15.02.2017 23:00 - 16.02.2017 00:00","7525","7337"
"16.02.2017 00:00 - 16.02.2017 01:00","7216","7069"
"16.02.2017 01:00 - 16.02.2017 02:00","7373","6958"
"16.02.2017 02:00 - 16.02.2017 03:00","7151","6981"
"16.02.2017 03:00 - 16.02.2017 04:00","7230","6906"
"16.02.2017 04:00 - 16.02.2017 05:00","7656","6949"
"16.02.2017 05:00 - 16.02.2017 06:00","7490","6896"
"16.02.2017 06:00 - 16.02.2017 07:00","8033","6921"
"16.02.2017 07:00 - 16.02.2017 08:00","9092","7436"
"16.02.2017 08:00 - 16.02.2017 09:00","9400","8065"
"16.02.2017 09:00 - 16.02.2017 10:00","9336","8397"
"16.02.2017 10:00 - 16.02.2017 11:00","8670","8297"
"16.02.2017 11:00 - 16.02.2017 12:00","8782","8231"
"16.02.2017 12:00 - 16.02.2017 13:00","8520","8127"
"16.02.2017 13:00 - 16.02.2017 14:00","8898","7755"
"16.02.2017 14:00 - 16.02.2017 15:00","8911","7651"
"16.02.2017 15:00 - 16.02.2017 16:00","8975","7551"
"16.02.2017 16:00 - 16.02.2017 17:00","8922","7804"
"16.02.2017 17:00 - 16.02.2017 18:00","8900","7550"
"16.02.2017 18:00 - 16.02.2017 19:00","8922","7645"
"16.02.2017 19:00 - 16.02.2017 20:00","9312","8151"
"16.02.2017 20:00 - 16.02.2017 21:00","8991","7971"
"16.02.2017 21:00 - 16.02.2017 22:00","8555","7523"
"16.02.2017 22:00 - 16.02.2017 23:00","8101","7327"
"16.02.2017 23:00 - 17.02.2017 00:00","7873","7258"
"17.02.2017 00:00 - 17.02.2017 01:00","7482","6859"
"17.02.2017 01:00 - 17.02.2017 02:00","7435","6731"
"17.02.2017 02:00 - 17.02.2017 03:00","7384","6632"
"17.02.2017 03:00 - 17.02.2017 04:00","7342","6538"
"17.02.2017 04:00 - 17.02.2017 05:00","7018","7044"
"17.02.2017 05:00 - 17.02.2017 06:00","7071","6893"
"17.02.2017 06:00 - 17.02.2017 07:00","7239","6823"
"17.02.2017 07:00 - 17.02.2017 08:00","8253","7203"
"17.02.2017 08:00 - 17.02.2017 09:00","9113","7848"
"17.02.2017 09:00 - 17.02.2017 10:00","9359","8377"
"17.02.2017 10:00 - 17.02.2017 11:00","9017","8544"
"17.02.2017 11:00 - 17.02.2017 12:00","9389","8685"
"17.02.2017 12:00 - 17.02.2017 13:00","8756","8735"
"17.02.2017 13:00 - 17.02.2017 14:00","8989","8478"
"17.02.2017 14:00 - 17.02.2017 15:00","8836","8425"
"17.02.2017 15:00 - 17.02.2017 16:00","8454","8224"
"17.02.2017 16:00 - 17.02.2017 17:00","8310","8040"
"17.02.2017 17:00 - 17.02.2017 18:00","8528","7902"
"17.02.2017 18:00 - 17.02.2017 19:00","8639","7922"
"17.02.2017 19:00 - 17.02.2017 20:00","8532","8254"
"17.02.2017 20:00 - 17.02.2017 21:00","8982","8044"
"17.02.2017 21:00 - 17.02.2017 22:00","7957","7587"
"17.02.2017 22:00 - 17.02.2017 23:00","7905","7261"
"17.02.2017 23:00 - 18.02.2017 00:00","7643","7158"
"18.02.2017 00:00 - 18.02.2017 01:00","7726","6938"
"18.02.2017 01:00 - 18.02.2017 02:00","7558","6875"
"18.02.2017 02:00 - 18.02.2017 03:00","7526","7009"
"18.02.2017 03:00 - 18.02.2017 04:00","7462","6971"
"18.02.2017 04:00 - 18.02.2017 05:00","7404","6928"
"18.02.2017 05:00 - 18.02.2017 06:00","7298","7024"
"18.02.2017 06:00 - 18.02.2017 07:00","7381","6941"
"18.02.2017 07:00 - 18.02.2017 08:00","7102","6812"
"18.02.2017 08:00 - 18.02.2017 09:00","7227","6841"
"18.02.2017 09:00 - 18.02.2017 10:00","7448","6852"
"18.02.2017 10:00 - 18.02.2017 11:00","7834","7064"
"18.02.2017 11:00 - 18.02.2017 12:00","7147","7066"
"18.02.2017 12:00 - 18.02.2017 13:00","7600","6961"
"18.02.2017 13:00 - 18.02.2017 14:00","7378","6946"
"18.02.2017 14:00 - 18.02.2017 15:00","7379","6841"
"18.02.2017 15:00 - 18.02.2017 16:00","7205","6684"
"18.02.2017 16:00 - 18.02.2017 17:00","7231","6576"
"18.02.2017 17:00 - 18.02.2017 18:00","7427","6549"
"18.02.2017 18:00 - 18.02.2017 19:00","8032","6812"
"18.02.2017 19:00 - 18.02.2017 20:00","8390","7452"
"18.02.2017 20:00 - 18.02.2017 21:00","7797","7414"
"18.02.2017 21:00 - 18.02.2017 22:00","7554","7055"
"18.02.2017 22:00 - 18.02.2017 23:00","7935","6808"
"18.02.2017 23:00 - 19.02.2017 00:00","7595","6713"
"19.02.2017 00:00 - 19.02.2017 01:00","7405","6541"
"19.02.2017 01:00 - 19.02.2017 02:00","7273","6690"
"19.02.2017 02:00 - 19.02.2017 03:00","7422","6928"
"19.02.2017 03:00 - 19.02.2017 04:00","7471","7153"
"19.02.2017 04:00 - 19.02.2017 05:00","7165","7112"
"19.02.2017 05:00 - 19.02.2017 06:00","7076","7054"
"19.02.2017 06:00 - 19.02.2017 07:00","7018","7031"
"19.02.2017 07:00 - 19.02.2017 08:00","7365","6886"
"19.02.2017 08:00 - 19.02.2017 09:00","7220","6817"
"19.02.2017 09:00 - 19.02.2017 10:00","7299","6604"
"19.02.2017 10:00 - 19.02.2017 11:00","7563","6861"
"19.02.2017 11:00 - 19.02.2017 12:00","7016","6979"
"19.02.2017 12:00 - 19.02.2017 13:00","6784","7023"
"19.02.2017 13:00 - 19.02.2017 14:00","7058","6973"
"19.02.2017 14:00 - 19.02.2017 15:00","6572","6813"
"19.02.2017 15:00 - 19.02.2017 16:00","6632","6902"
"19.02.2017 16:00 - 19.02.2017 17:00","6651","6840"
"19.02.2017 17:00 - 19.02.2017 18:00","7007","6740"
"19.02.2017 18:00 - 19.02.2017 19:00","7682","6719"
"19.02.2017 19:00 - 19.02.2017 20:00","7808","7120"
"19.02.2017 20:00 - 19.02.2017 21:00","7410","7162"
"19.02.2017 21:00 - 19.02.2017 22:00","7750","6837"
"19.02.2017 22:00 - 19.02.2017 23:00","7547","6612"
"19.02.2017 23:00 - 20.02.2017 00:00","6959","6560"
"20.02.2017 00:00 - 20.02.2017 01:00","7350","6582"
"20.02.2017 01:00 - 20.02.2017 02:00","7058","6695"
"20.02.2017 02:00 - 20.02.2017 03:00","7086","6734"
"20.02.2017 03:00 - 20.02.2017 04:00","7290","6771"
"20.02.2017 04:00 - 20.02.2017 05:00","7178","6766"
"20.02.2017 05:00 - 20.02.2017 06:00","7288","6884"
"20.02.2017 06:00 - 20.02.2017 07:00","7269","7025"
"20.02.2017 07:00 - 20.02.2017 08:00","8647","7306"
"20.02.2017 08:00 - 20.02.2017 09:00","9145","7995"
"20.02.2017 09:00 - 20.02.2017 10:00","9143","8373"
"20.02.2017 10:00 - 20.02.2017 11:00","9491","8301"
"20.02.2017 11:00 - 20.02.2017 12:00","9395","8279"
"20.02.2017 12:00 - 20.02.2017 13:00","8182","8253"
"20.02.2017 13:00 - 20.02.2017 14:00","8487","7819"
"20.02.2017 14:00 - 20.02.2017 15:00","8072","7819"
"20.02.2017 15:00 - 20.02.2017 16:00","8368","7727"
"20.02.2017 16:00 - 20.02.2017 17:00","8454","7653"
"20.02.2017 17:00 - 20.02.2017 18:00","8893","7661"
"20.02.2017 18:00 - 20.02.2017 19:00","9214","7721"
"20.02.2017 19:00 - 20.02.2017 20:00","8994","8214"
"20.02.2017 20:00 - 20.02.2017 21:00","8283","7990"
"20.02.2017 21:00 - 20.02.2017 22:00","8010","7495"
"20.02.2017 22:00 - 20.02.2017 23:00","7774","7126"
"20.02.2017 23:00 - 21.02.2017 00:00","8185","6986"
"21.02.2017 00:00 - 21.02.2017 01:00","7055","7046"
"21.02.2017 01:00 - 21.02.2017 02:00","7502","6790"
"21.02.2017 02:00 - 21.02.2017 03:00","7527","6653"
"21.02.2017 03:00 - 21.02.2017 04:00","7485","6686"
"21.02.2017 04:00 - 21.02.2017 05:00","7172","6815"
"21.02.2017 05:00 - 21.02.2017 06:00","7436","6914"
"21.02.2017 06:00 - 21.02.2017 07:00","7518","7244"
"21.02.2017 07:00 - 21.02.2017 08:00","8208","7247"
"21.02.2017 08:00 - 21.02.2017 09:00","9043","7839"
"21.02.2017 09:00 - 21.02.2017 10:00","9187","8342"
"21.02.2017 10:00 - 21.02.2017 11:00","9018","8643"
"21.02.2017 11:00 - 21.02.2017 12:00","9005","8964"
"21.02.2017 12:00 - 21.02.2017 13:00","9140","8984"
"21.02.2017 13:00 - 21.02.2017 14:00","8961","8560"
"21.02.2017 14:00 - 21.02.2017 15:00","8967","8637"
"21.02.2017 15:00 - 21.02.2017 16:00","8759","8568"
"21.02.2017 16:00 - 21.02.2017 17:00","8884","8386"
"21.02.2017 17:00 - 21.02.2017 18:00","7867","8364"
"21.02.2017 18:00 - 21.02.2017 19:00","8691","8123"
"21.02.2017 19:00 - 21.02.2017 20:00","8841","8221"
"21.02.2017 20:00 - 21.02.2017 21:00","7782","7969"
"21.02.2017 21:00 - 21.02.2017 22:00","7295","7566"
"21.02.2017 22:00 - 21.02.2017 23:00","7539","7334"
"21.02.2017 23:00 - 22.02.2017 00:00","7089","7043"
"22.02.2017 00:00 - 22.02.2017 01:00","7083","7005"
"22.02.2017 01:00 - 22.02.2017 02:00","7367","6786"
"22.02.2017 02:00 - 22.02.2017 03:00","7176","6724"
"22.02.2017 03:00 - 22.02.2017 04:00","6945","6776"
"22.02.2017 04:00 - 22.02.2017 05:00","6830","6992"
"22.02.2017 05:00 - 22.02.2017 06:00","6929","6957"
"22.02.2017 06:00 - 22.02.2017 07:00","7209","7191"
"22.02.2017 07:00 - 22.02.2017 08:00","8620","7339"
"22.02.2017 08:00 - 22.02.2017 09:00","9273","7773"
"22.02.2017 09:00 - 22.02.2017 10:00","9358","8161"
"22.02.2017 10:00 - 22.02.2017 11:00","9061","8610"
"22.02.2017 11:00 - 22.02.2017 12:00","9014","8661"
"22.02.2017 12:00 - 22.02.2017 13:00","8594","8622"
"22.02.2017 13:00 - 22.02.2017 14:00","7671","8036"
"22.02.2017 14:00 - 22.02.2017 15:00","7728","8104"
"22.02.2017 15:00 - 22.02.2017 16:00","7825","7937"
"22.02.2017 16:00 - 22.02.2017 17:00","7932","7693"
"22.02.2017 17:00 - 22.02.2017 18:00","7713","7858"
"22.02.2017 18:00 - 22.02.2017 19:00","8807","7955"
"22.02.2017 19:00 - 22.02.2017 20:00","8417","8090"
"22.02.2017 20:00 - 22.02.2017 21:00","7812","7889"
"22.02.2017 21:00 - 22.02.2017 22:00","7534","7433"
"22.02.2017 22:00 - 22.02.2017 23:00","7534","7067"
"22.02.2017 23:00 - 23.02.2017 00:00","7260","6887"
"23.02.2017 00:00 - 23.02.2017 01:00","7197","6566"
"23.02.2017 01:00 - 23.02.2017 02:00","7403","6405"
"23.02.2017 02:00 - 23.02.2017 03:00","7277","6679"
"23.02.2017 03:00 - 23.02.2017 04:00","7273","6791"
"23.02.2017 04:00 - 23.02.2017 05:00","7074","6876"
"23.02.2017 05:00 - 23.02.2017 06:00","7146","6917"
"23.02.2017 06:00 - 23.02.2017 07:00","7842","7051"
"23.02.2017 07:00 - 23.02.2017 08:00","8727","7306"
"23.02.2017 08:00 - 23.02.2017 09:00","9013","7931"
"23.02.2017 09:00 - 23.02.2017 10:00","8883","8193"
"23.02.2017 10:00 - 23.02.2017 11:00","8970","8188"
"23.02.2017 11:00 - 23.02.2017 12:00","8421","8253"
"23.02.2017 12:00 - 23.02.2017 13:00","8956","8307"
"23.02.2017 13:00 - 23.02.2017 14:00","8927","8200"
"23.02.2017 14:00 - 23.02.2017 15:00","8928","8228"
"23.02.2017 15:00 - 23.02.2017 16:00","8927","7677"
"23.02.2017 16:00 - 23.02.2017 17:00","8925","7580"
"23.02.2017 17:00 - 23.02.2017 18:00","8551","7568"
"23.02.2017 18:00 - 23.02.2017 19:00","9008","7701"
"23.02.2017 19:00 - 23.02.2017 20:00","9000","7861"
"23.02.2017 20:00 - 23.02.2017 21:00","7519","7649"
"23.02.2017 21:00 - 23.02.2017 22:00","7281","7198"
"23.02.2017 22:00 - 23.02.2017 23:00","7236","6948"
"23.02.2017 23:00 - 24.02.2017 00:00","7224","6762"
"24.02.2017 00:00 - 24.02.2017 01:00","7233","6459"
"24.02.2017 01:00 - 24.02.2017 02:00","6522","6544"
"24.02.2017 02:00 - 24.02.2017 03:00","6531","6607"
"24.02.2017 03:00 - 24.02.2017 04:00","6613","6695"
"24.02.2017 04:00 - 24.02.2017 05:00","6616","6687"
"24.02.2017 05:00 - 24.02.2017 06:00","6732","6684"
"24.02.2017 06:00 - 24.02.2017 07:00","7254","6869"
"24.02.2017 07:00 - 24.02.2017 08:00","8204","7107"
