"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|CH","Actual Total Load [MW] - BZN|CH"
"15.03.2017 11:00 - 15.03.2017 12:00","8514","7501"
"15.03.2017 12:00 - 15.03.2017 13:00","8482","7591"
"15.03.2017 13:00 - 15.03.2017 14:00","8079","7171"
"15.03.2017 14:00 - 15.03.2017 15:00","7983","7099"
"15.03.2017 15:00 - 15.03.2017 16:00","7945","6970"
"15.03.2017 16:00 - 15.03.2017 17:00","7867","6944"
"15.03.2017 17:00 - 15.03.2017 18:00","7824","6739"
"15.03.2017 18:00 - 15.03.2017 19:00","8428","6830"
"15.03.2017 19:00 - 15.03.2017 20:00","8571","7188"
"15.03.2017 20:00 - 15.03.2017 21:00","8368","7384"
"15.03.2017 21:00 - 15.03.2017 22:00","8353","6991"
"15.03.2017 22:00 - 15.03.2017 23:00","7650","6637"
"15.03.2017 23:00 - 16.03.2017 00:00","6528","6553"
"16.03.2017 00:00 - 16.03.2017 01:00","6415","6336"
"16.03.2017 01:00 - 16.03.2017 02:00","6697","6167"
"16.03.2017 02:00 - 16.03.2017 03:00","6584","6047"
"16.03.2017 03:00 - 16.03.2017 04:00","6591","6030"
"16.03.2017 04:00 - 16.03.2017 05:00","6512","6142"
"16.03.2017 05:00 - 16.03.2017 06:00","6764","6230"
"16.03.2017 06:00 - 16.03.2017 07:00","7301","6285"
"16.03.2017 07:00 - 16.03.2017 08:00","8219","6747"
"16.03.2017 08:00 - 16.03.2017 09:00","8732","7273"
"16.03.2017 09:00 - 16.03.2017 10:00","8534","7486"
"16.03.2017 10:00 - 16.03.2017 11:00","8949","7370"
"16.03.2017 11:00 - 16.03.2017 12:00","8485","7578"
"16.03.2017 12:00 - 16.03.2017 13:00","8396","7600"
"16.03.2017 13:00 - 16.03.2017 14:00","7797","7475"
"16.03.2017 14:00 - 16.03.2017 15:00","7712","7739"
"16.03.2017 15:00 - 16.03.2017 16:00","7580","7257"
"16.03.2017 16:00 - 16.03.2017 17:00","7473","7022"
"16.03.2017 17:00 - 16.03.2017 18:00","7404","6761"
"16.03.2017 18:00 - 16.03.2017 19:00","8031","6874"
"16.03.2017 19:00 - 16.03.2017 20:00","8276","7321"
"16.03.2017 20:00 - 16.03.2017 21:00","7360","7595"
"16.03.2017 21:00 - 16.03.2017 22:00","8148","7193"
"16.03.2017 22:00 - 16.03.2017 23:00","7340","6721"
"16.03.2017 23:00 - 17.03.2017 00:00","6723","6931"
"17.03.2017 00:00 - 17.03.2017 01:00","6627","6566"
"17.03.2017 01:00 - 17.03.2017 02:00","6789","6292"
"17.03.2017 02:00 - 17.03.2017 03:00","6720","6136"
"17.03.2017 03:00 - 17.03.2017 04:00","6643","6287"
"17.03.2017 04:00 - 17.03.2017 05:00","6444","6380"
"17.03.2017 05:00 - 17.03.2017 06:00","6623","6333"
"17.03.2017 06:00 - 17.03.2017 07:00","7758","6369"
"17.03.2017 07:00 - 17.03.2017 08:00","8314","6949"
"17.03.2017 08:00 - 17.03.2017 09:00","8405","7428"
"17.03.2017 09:00 - 17.03.2017 10:00","8506","7662"
"17.03.2017 10:00 - 17.03.2017 11:00","8270","7633"
"17.03.2017 11:00 - 17.03.2017 12:00","8107","7721"
"17.03.2017 12:00 - 17.03.2017 13:00","7928","8021"
"17.03.2017 13:00 - 17.03.2017 14:00","7888","7295"
"17.03.2017 14:00 - 17.03.2017 15:00","7856","7523"
"17.03.2017 15:00 - 17.03.2017 16:00","7596","7306"
"17.03.2017 16:00 - 17.03.2017 17:00","7427","7027"
"17.03.2017 17:00 - 17.03.2017 18:00","7388","6752"
"17.03.2017 18:00 - 17.03.2017 19:00","7438","6807"
"17.03.2017 19:00 - 17.03.2017 20:00","7800","7162"
"17.03.2017 20:00 - 17.03.2017 21:00","7737","7289"
"17.03.2017 21:00 - 17.03.2017 22:00","7700","6940"
"17.03.2017 22:00 - 17.03.2017 23:00","7222","6592"
"17.03.2017 23:00 - 18.03.2017 00:00","6636","6485"
"18.03.2017 00:00 - 18.03.2017 01:00","6781","6389"
"18.03.2017 01:00 - 18.03.2017 02:00","6742","6029"
"18.03.2017 02:00 - 18.03.2017 03:00","6735","5920"
"18.03.2017 03:00 - 18.03.2017 04:00","6507","5889"
"18.03.2017 04:00 - 18.03.2017 05:00","6242","5880"
"18.03.2017 05:00 - 18.03.2017 06:00","6042","5766"
"18.03.2017 06:00 - 18.03.2017 07:00","6134","5712"
"18.03.2017 07:00 - 18.03.2017 08:00","6067","5847"
"18.03.2017 08:00 - 18.03.2017 09:00","6660","6048"
"18.03.2017 09:00 - 18.03.2017 10:00","6998","6666"
"18.03.2017 10:00 - 18.03.2017 11:00","7342","7194"
"18.03.2017 11:00 - 18.03.2017 12:00","7176","7486"
"18.03.2017 12:00 - 18.03.2017 13:00","7270","7441"
"18.03.2017 13:00 - 18.03.2017 14:00","7213","7368"
"18.03.2017 14:00 - 18.03.2017 15:00","6971","7374"
"18.03.2017 15:00 - 18.03.2017 16:00","7161","7496"
"18.03.2017 16:00 - 18.03.2017 17:00","7090","7647"
"18.03.2017 17:00 - 18.03.2017 18:00","7146","7537"
"18.03.2017 18:00 - 18.03.2017 19:00","7175","6850"
"18.03.2017 19:00 - 18.03.2017 20:00","7216","6965"
"18.03.2017 20:00 - 18.03.2017 21:00","7001","6855"
"18.03.2017 21:00 - 18.03.2017 22:00","7223","6581"
"18.03.2017 22:00 - 18.03.2017 23:00","6975","7378"
"18.03.2017 23:00 - 19.03.2017 00:00","7120","6499"
"19.03.2017 00:00 - 19.03.2017 01:00","6974","6368"
"19.03.2017 01:00 - 19.03.2017 02:00","6532","6590"
"19.03.2017 02:00 - 19.03.2017 03:00","6548","6455"
"19.03.2017 03:00 - 19.03.2017 04:00","6541","6480"
"19.03.2017 04:00 - 19.03.2017 05:00","6579","6367"
"19.03.2017 05:00 - 19.03.2017 06:00","6624","6265"
"19.03.2017 06:00 - 19.03.2017 07:00","6644","6243"
"19.03.2017 07:00 - 19.03.2017 08:00","6395","6219"
"19.03.2017 08:00 - 19.03.2017 09:00","6560","6159"
"19.03.2017 09:00 - 19.03.2017 10:00","6575","6443"
"19.03.2017 10:00 - 19.03.2017 11:00","6656","6506"
"19.03.2017 11:00 - 19.03.2017 12:00","6711","6552"
"19.03.2017 12:00 - 19.03.2017 13:00","6952","6764"
"19.03.2017 13:00 - 19.03.2017 14:00","6759","6929"
"19.03.2017 14:00 - 19.03.2017 15:00","6591","6740"
"19.03.2017 15:00 - 19.03.2017 16:00","6583","6538"
"19.03.2017 16:00 - 19.03.2017 17:00","6584","6455"
"19.03.2017 17:00 - 19.03.2017 18:00","6648","6531"
"19.03.2017 18:00 - 19.03.2017 19:00","6982","6790"
"19.03.2017 19:00 - 19.03.2017 20:00","6744","6975"
"19.03.2017 20:00 - 19.03.2017 21:00","6731","6582"
"19.03.2017 21:00 - 19.03.2017 22:00","6704","6314"
"19.03.2017 22:00 - 19.03.2017 23:00","6762","6102"
"19.03.2017 23:00 - 20.03.2017 00:00","6568","6023"
"20.03.2017 00:00 - 20.03.2017 01:00","6523","5755"
"20.03.2017 01:00 - 20.03.2017 02:00","6613","5821"
"20.03.2017 02:00 - 20.03.2017 03:00","6606","6014"
"20.03.2017 03:00 - 20.03.2017 04:00","6597","6112"
"20.03.2017 04:00 - 20.03.2017 05:00","6455","6197"
"20.03.2017 05:00 - 20.03.2017 06:00","6599","6159"
"20.03.2017 06:00 - 20.03.2017 07:00","6903","6364"
"20.03.2017 07:00 - 20.03.2017 08:00","7918","6655"
"20.03.2017 08:00 - 20.03.2017 09:00","8373","7159"
"20.03.2017 09:00 - 20.03.2017 10:00","8796","7607"
"20.03.2017 10:00 - 20.03.2017 11:00","8339","7606"
"20.03.2017 11:00 - 20.03.2017 12:00","8150","7724"
"20.03.2017 12:00 - 20.03.2017 13:00","7980","7758"
"20.03.2017 13:00 - 20.03.2017 14:00","7895","7184"
"20.03.2017 14:00 - 20.03.2017 15:00","7913","7225"
"20.03.2017 15:00 - 20.03.2017 16:00","7917","7130"
"20.03.2017 16:00 - 20.03.2017 17:00","7926","6887"
"20.03.2017 17:00 - 20.03.2017 18:00","7828","6799"
"20.03.2017 18:00 - 20.03.2017 19:00","7819","7098"
"20.03.2017 19:00 - 20.03.2017 20:00","7794","7589"
"20.03.2017 20:00 - 20.03.2017 21:00","7971","7754"
"20.03.2017 21:00 - 20.03.2017 22:00","7718","7325"
"20.03.2017 22:00 - 20.03.2017 23:00","7488","6966"
"20.03.2017 23:00 - 21.03.2017 00:00","7080","6645"
"21.03.2017 00:00 - 21.03.2017 01:00","6611","6132"
"21.03.2017 01:00 - 21.03.2017 02:00","6437","6358"
"21.03.2017 02:00 - 21.03.2017 03:00","6437","6362"
"21.03.2017 03:00 - 21.03.2017 04:00","6436","6489"
"21.03.2017 04:00 - 21.03.2017 05:00","6435","6335"
"21.03.2017 05:00 - 21.03.2017 06:00","6436","6136"
"21.03.2017 06:00 - 21.03.2017 07:00","6671","6260"
"21.03.2017 07:00 - 21.03.2017 08:00","8636","6845"
"21.03.2017 08:00 - 21.03.2017 09:00","8642","7251"
"21.03.2017 09:00 - 21.03.2017 10:00","8397","7619"
"21.03.2017 10:00 - 21.03.2017 11:00","8402","7620"
"21.03.2017 11:00 - 21.03.2017 12:00","8508","7948"
"21.03.2017 12:00 - 21.03.2017 13:00","7970","8068"
"21.03.2017 13:00 - 21.03.2017 14:00","7917","7606"
"21.03.2017 14:00 - 21.03.2017 15:00","7901","7597"
"21.03.2017 15:00 - 21.03.2017 16:00","7780","7488"
"21.03.2017 16:00 - 21.03.2017 17:00","7685","7431"
"21.03.2017 17:00 - 21.03.2017 18:00","7665","7452"
"21.03.2017 18:00 - 21.03.2017 19:00","7866","7507"
"21.03.2017 19:00 - 21.03.2017 20:00","8041","7877"
"21.03.2017 20:00 - 21.03.2017 21:00","8232","7900"
"21.03.2017 21:00 - 21.03.2017 22:00","7575","7493"
"21.03.2017 22:00 - 21.03.2017 23:00","6830","7064"
"21.03.2017 23:00 - 22.03.2017 00:00","6550","6926"
"22.03.2017 00:00 - 22.03.2017 01:00","6500","6306"
"22.03.2017 01:00 - 22.03.2017 02:00","6388","6425"
"22.03.2017 02:00 - 22.03.2017 03:00","6481","6285"
"22.03.2017 03:00 - 22.03.2017 04:00","6465","6209"
"22.03.2017 04:00 - 22.03.2017 05:00","6470","6203"
"22.03.2017 05:00 - 22.03.2017 06:00","6474","6153"
"22.03.2017 06:00 - 22.03.2017 07:00","7057","6493"
"22.03.2017 07:00 - 22.03.2017 08:00","8149","7199"
"22.03.2017 08:00 - 22.03.2017 09:00","8778","7608"
"22.03.2017 09:00 - 22.03.2017 10:00","8885","8111"
"22.03.2017 10:00 - 22.03.2017 11:00","8774","8418"
"22.03.2017 11:00 - 22.03.2017 12:00","8707","8432"
"22.03.2017 12:00 - 22.03.2017 13:00","8448","8591"
"22.03.2017 13:00 - 22.03.2017 14:00","8421","8201"
"22.03.2017 14:00 - 22.03.2017 15:00","8424","8159"
"22.03.2017 15:00 - 22.03.2017 16:00","8491","8039"
"22.03.2017 16:00 - 22.03.2017 17:00","8442","7952"
"22.03.2017 17:00 - 22.03.2017 18:00","8399","7962"
"22.03.2017 18:00 - 22.03.2017 19:00","8395","7921"
"22.03.2017 19:00 - 22.03.2017 20:00","8437","8218"
"22.03.2017 20:00 - 22.03.2017 21:00","8349","8209"
"22.03.2017 21:00 - 22.03.2017 22:00","8327","7742"
"22.03.2017 22:00 - 22.03.2017 23:00","7317","7306"
"22.03.2017 23:00 - 23.03.2017 00:00","6306","7058"
"23.03.2017 00:00 - 23.03.2017 01:00","6301","6644"
"23.03.2017 01:00 - 23.03.2017 02:00","6490","6603"
"23.03.2017 02:00 - 23.03.2017 03:00","6490","6533"
"23.03.2017 03:00 - 23.03.2017 04:00","6490","6486"
"23.03.2017 04:00 - 23.03.2017 05:00","6492","6454"
"23.03.2017 05:00 - 23.03.2017 06:00","6653","6478"
"23.03.2017 06:00 - 23.03.2017 07:00","7627","6786"
"23.03.2017 07:00 - 23.03.2017 08:00","7364","7155"
"23.03.2017 08:00 - 23.03.2017 09:00","8301","7546"
"23.03.2017 09:00 - 23.03.2017 10:00","8371","7822"
"23.03.2017 10:00 - 23.03.2017 11:00","8234","7870"
"23.03.2017 11:00 - 23.03.2017 12:00","8353","8003"
"23.03.2017 12:00 - 23.03.2017 13:00","8245","8057"
"23.03.2017 13:00 - 23.03.2017 14:00","8025","7366"
"23.03.2017 14:00 - 23.03.2017 15:00","8025","7649"
"23.03.2017 15:00 - 23.03.2017 16:00","7913","7287"
"23.03.2017 16:00 - 23.03.2017 17:00","7915","7174"
"23.03.2017 17:00 - 23.03.2017 18:00","8099","7408"
"23.03.2017 18:00 - 23.03.2017 19:00","8093","7235"
"23.03.2017 19:00 - 23.03.2017 20:00","8087","7605"
"23.03.2017 20:00 - 23.03.2017 21:00","8077","7917"
"23.03.2017 21:00 - 23.03.2017 22:00","8353","7590"
"23.03.2017 22:00 - 23.03.2017 23:00","8057","7195"
"23.03.2017 23:00 - 24.03.2017 00:00","6928","6981"
"24.03.2017 00:00 - 24.03.2017 01:00","6647","6592"
"24.03.2017 01:00 - 24.03.2017 02:00","6824","6160"
"24.03.2017 02:00 - 24.03.2017 03:00","6811","6184"
"24.03.2017 03:00 - 24.03.2017 04:00","6739","6174"
"24.03.2017 04:00 - 24.03.2017 05:00","6759","6142"
"24.03.2017 05:00 - 24.03.2017 06:00","6577","6251"
"24.03.2017 06:00 - 24.03.2017 07:00","7313","6747"
"24.03.2017 07:00 - 24.03.2017 08:00","8176","6842"
"24.03.2017 08:00 - 24.03.2017 09:00","8558","7392"
"24.03.2017 09:00 - 24.03.2017 10:00","8635","7794"
"24.03.2017 10:00 - 24.03.2017 11:00","8642","7856"
"24.03.2017 11:00 - 24.03.2017 12:00","8667","7933"
"24.03.2017 12:00 - 24.03.2017 13:00","8136","8055"
"24.03.2017 13:00 - 24.03.2017 14:00","7740","7650"
"24.03.2017 14:00 - 24.03.2017 15:00","7716","7796"
"24.03.2017 15:00 - 24.03.2017 16:00","7817","7578"
"24.03.2017 16:00 - 24.03.2017 17:00","7844","7423"
"24.03.2017 17:00 - 24.03.2017 18:00","7699","7353"
"24.03.2017 18:00 - 24.03.2017 19:00","7701","7193"
"24.03.2017 19:00 - 24.03.2017 20:00","7690","7496"
"24.03.2017 20:00 - 24.03.2017 21:00","7673","7598"
"24.03.2017 21:00 - 24.03.2017 22:00","7659","7149"
"24.03.2017 22:00 - 24.03.2017 23:00","7077","6777"
"24.03.2017 23:00 - 25.03.2017 00:00","6750","6650"
"25.03.2017 00:00 - 25.03.2017 01:00","6746","6347"
"25.03.2017 01:00 - 25.03.2017 02:00","6760","6236"
"25.03.2017 02:00 - 25.03.2017 03:00","6591","6188"
"25.03.2017 03:00 - 25.03.2017 04:00","6661","6288"
"25.03.2017 04:00 - 25.03.2017 05:00","6893","6422"
"25.03.2017 05:00 - 25.03.2017 06:00","6775","6252"
"25.03.2017 06:00 - 25.03.2017 07:00","6590","6291"
"25.03.2017 07:00 - 25.03.2017 08:00","6601","6045"
"25.03.2017 08:00 - 25.03.2017 09:00","6901","5904"
"25.03.2017 09:00 - 25.03.2017 10:00","7137","6186"
"25.03.2017 10:00 - 25.03.2017 11:00","7230","6652"
"25.03.2017 11:00 - 25.03.2017 12:00","7162","6838"
"25.03.2017 12:00 - 25.03.2017 13:00","7205","7000"
"25.03.2017 13:00 - 25.03.2017 14:00","7160","6854"
"25.03.2017 14:00 - 25.03.2017 15:00","7128","6948"
"25.03.2017 15:00 - 25.03.2017 16:00","7061","6872"
"25.03.2017 16:00 - 25.03.2017 17:00","7042","6670"
"25.03.2017 17:00 - 25.03.2017 18:00","7048","6672"
"25.03.2017 18:00 - 25.03.2017 19:00","7036","6466"
"25.03.2017 19:00 - 25.03.2017 20:00","7212","6342"
"25.03.2017 20:00 - 25.03.2017 21:00","7225","6536"
"25.03.2017 21:00 - 25.03.2017 22:00","7084","6226"
"25.03.2017 22:00 - 25.03.2017 23:00","6985","5991"
"25.03.2017 23:00 - 26.03.2017 00:00","6921","6052"
"26.03.2017 00:00 - 26.03.2017 01:00","6874","6022"
"26.03.2017 01:00 - 26.03.2017 02:00","6528","6087"
"26.03.2017 02:00 - 26.03.2017 03:00","",""
"26.03.2017 03:00 - 26.03.2017 04:00","6705","6218"
"26.03.2017 04:00 - 26.03.2017 05:00","6735","6337"
"26.03.2017 05:00 - 26.03.2017 06:00","6765","6057"
"26.03.2017 06:00 - 26.03.2017 07:00","6483","5958"
"26.03.2017 07:00 - 26.03.2017 08:00","6137","5785"
"26.03.2017 08:00 - 26.03.2017 09:00","6598","5728"
"26.03.2017 09:00 - 26.03.2017 10:00","6791","5884"
"26.03.2017 10:00 - 26.03.2017 11:00","6641","5849"
"26.03.2017 11:00 - 26.03.2017 12:00","7110","6455"
"26.03.2017 12:00 - 26.03.2017 13:00","7077","6608"
"26.03.2017 13:00 - 26.03.2017 14:00","7159","6661"
"26.03.2017 14:00 - 26.03.2017 15:00","7117","6483"
"26.03.2017 15:00 - 26.03.2017 16:00","6856","6455"
"26.03.2017 16:00 - 26.03.2017 17:00","6882","6439"
"26.03.2017 17:00 - 26.03.2017 18:00","7042","6454"
"26.03.2017 18:00 - 26.03.2017 19:00","7191","6497"
"26.03.2017 19:00 - 26.03.2017 20:00","7027","6190"
"26.03.2017 20:00 - 26.03.2017 21:00","6927","6155"
"26.03.2017 21:00 - 26.03.2017 22:00","6779","6324"
"26.03.2017 22:00 - 26.03.2017 23:00","6502","6117"
"26.03.2017 23:00 - 27.03.2017 00:00","6515","6028"
"27.03.2017 00:00 - 27.03.2017 01:00","6290","5780"
"27.03.2017 01:00 - 27.03.2017 02:00","6859","5918"
"27.03.2017 02:00 - 27.03.2017 03:00","6779","5975"
"27.03.2017 03:00 - 27.03.2017 04:00","6620","5979"
"27.03.2017 04:00 - 27.03.2017 05:00","6595","6099"
"27.03.2017 05:00 - 27.03.2017 06:00","6930","6119"
"27.03.2017 06:00 - 27.03.2017 07:00","7266","6125"
"27.03.2017 07:00 - 27.03.2017 08:00","7905","6803"
"27.03.2017 08:00 - 27.03.2017 09:00","8394","7560"
"27.03.2017 09:00 - 27.03.2017 10:00","8570","7793"
"27.03.2017 10:00 - 27.03.2017 11:00","8767","7660"
"27.03.2017 11:00 - 27.03.2017 12:00","8618","7613"
"27.03.2017 12:00 - 27.03.2017 13:00","7884","7747"
"27.03.2017 13:00 - 27.03.2017 14:00","7872","7340"
"27.03.2017 14:00 - 27.03.2017 15:00","7655","7336"
"27.03.2017 15:00 - 27.03.2017 16:00","7612","7019"
"27.03.2017 16:00 - 27.03.2017 17:00","7536","6881"
"27.03.2017 17:00 - 27.03.2017 18:00","7046","6746"
"27.03.2017 18:00 - 27.03.2017 19:00","7515","6736"
"27.03.2017 19:00 - 27.03.2017 20:00","7698","6817"
"27.03.2017 20:00 - 27.03.2017 21:00","7544","6957"
"27.03.2017 21:00 - 27.03.2017 22:00","7822","7178"
"27.03.2017 22:00 - 27.03.2017 23:00","6810","6890"
"27.03.2017 23:00 - 28.03.2017 00:00","7021","6695"
"28.03.2017 00:00 - 28.03.2017 01:00","6598","6248"
"28.03.2017 01:00 - 28.03.2017 02:00","6453","6027"
"28.03.2017 02:00 - 28.03.2017 03:00","6455","6018"
"28.03.2017 03:00 - 28.03.2017 04:00","6696","6042"
"28.03.2017 04:00 - 28.03.2017 05:00","6540","6130"
"28.03.2017 05:00 - 28.03.2017 06:00","6984","6148"
"28.03.2017 06:00 - 28.03.2017 07:00","7295","6261"
"28.03.2017 07:00 - 28.03.2017 08:00","7834","6801"
"28.03.2017 08:00 - 28.03.2017 09:00","8208","7487"
"28.03.2017 09:00 - 28.03.2017 10:00","8357","7666"
"28.03.2017 10:00 - 28.03.2017 11:00","8154","7507"
"28.03.2017 11:00 - 28.03.2017 12:00","7884","7468"
"28.03.2017 12:00 - 28.03.2017 13:00","8123","7622"
"28.03.2017 13:00 - 28.03.2017 14:00","7753","7244"
"28.03.2017 14:00 - 28.03.2017 15:00","7667","7206"
"28.03.2017 15:00 - 28.03.2017 16:00","7877","7205"
"28.03.2017 16:00 - 28.03.2017 17:00","7858","7130"
"28.03.2017 17:00 - 28.03.2017 18:00","7709","7037"
"28.03.2017 18:00 - 28.03.2017 19:00","7352","7056"
"28.03.2017 19:00 - 28.03.2017 20:00","7555","6937"
"28.03.2017 20:00 - 28.03.2017 21:00","7344","6864"
"28.03.2017 21:00 - 28.03.2017 22:00","7596","7087"
"28.03.2017 22:00 - 28.03.2017 23:00","6935","6812"
"28.03.2017 23:00 - 29.03.2017 00:00","6566","6643"
"29.03.2017 00:00 - 29.03.2017 01:00","6684","6335"
"29.03.2017 01:00 - 29.03.2017 02:00","6770","6166"
"29.03.2017 02:00 - 29.03.2017 03:00","6658","6083"
"29.03.2017 03:00 - 29.03.2017 04:00","6666","5998"
"29.03.2017 04:00 - 29.03.2017 05:00","6586","6337"
"29.03.2017 05:00 - 29.03.2017 06:00","6507","6331"
"29.03.2017 06:00 - 29.03.2017 07:00","7251","6512"
"29.03.2017 07:00 - 29.03.2017 08:00","7922","6737"
"29.03.2017 08:00 - 29.03.2017 09:00","8013","7447"
"29.03.2017 09:00 - 29.03.2017 10:00","8106","7687"
"29.03.2017 10:00 - 29.03.2017 11:00","8183","7533"
"29.03.2017 11:00 - 29.03.2017 12:00","8233","7508"
"29.03.2017 12:00 - 29.03.2017 13:00","8000","7533"
"29.03.2017 13:00 - 29.03.2017 14:00","7915","7021"
"29.03.2017 14:00 - 29.03.2017 15:00","7732","7125"
"29.03.2017 15:00 - 29.03.2017 16:00","7757","7035"
"29.03.2017 16:00 - 29.03.2017 17:00","7637","6882"
"29.03.2017 17:00 - 29.03.2017 18:00","7441","6632"
"29.03.2017 18:00 - 29.03.2017 19:00","7850","6503"
"29.03.2017 19:00 - 29.03.2017 20:00","7843","6803"
"29.03.2017 20:00 - 29.03.2017 21:00","7388","6841"
"29.03.2017 21:00 - 29.03.2017 22:00","6765","7052"
"29.03.2017 22:00 - 29.03.2017 23:00","6695","6777"
"29.03.2017 23:00 - 30.03.2017 00:00","6389","6660"
"30.03.2017 00:00 - 30.03.2017 01:00","6635","6391"
"30.03.2017 01:00 - 30.03.2017 02:00","6524","6144"
"30.03.2017 02:00 - 30.03.2017 03:00","6578","6046"
"30.03.2017 03:00 - 30.03.2017 04:00","6696","6107"
"30.03.2017 04:00 - 30.03.2017 05:00","6553","6219"
"30.03.2017 05:00 - 30.03.2017 06:00","6943","6207"
"30.03.2017 06:00 - 30.03.2017 07:00","6885","6130"
"30.03.2017 07:00 - 30.03.2017 08:00","8047","6684"
"30.03.2017 08:00 - 30.03.2017 09:00","8202","7395"
"30.03.2017 09:00 - 30.03.2017 10:00","8362","7573"
"30.03.2017 10:00 - 30.03.2017 11:00","8112","7433"
"30.03.2017 11:00 - 30.03.2017 12:00","8228","7422"
"30.03.2017 12:00 - 30.03.2017 13:00","7699","7521"
"30.03.2017 13:00 - 30.03.2017 14:00","7892","7327"
"30.03.2017 14:00 - 30.03.2017 15:00","8012","7591"
"30.03.2017 15:00 - 30.03.2017 16:00","7861","7411"
"30.03.2017 16:00 - 30.03.2017 17:00","7561","7236"
"30.03.2017 17:00 - 30.03.2017 18:00","6953","7225"
"30.03.2017 18:00 - 30.03.2017 19:00","7219","6921"
"30.03.2017 19:00 - 30.03.2017 20:00","7873","6604"
"30.03.2017 20:00 - 30.03.2017 21:00","7894","6532"
"30.03.2017 21:00 - 30.03.2017 22:00","7603","6768"
"30.03.2017 22:00 - 30.03.2017 23:00","7027","6508"
"30.03.2017 23:00 - 31.03.2017 00:00","6941","6486"
"31.03.2017 00:00 - 31.03.2017 01:00","6213","6225"
"31.03.2017 01:00 - 31.03.2017 02:00","6021","6414"
"31.03.2017 02:00 - 31.03.2017 03:00","6088","6440"
"31.03.2017 03:00 - 31.03.2017 04:00","6076","6398"
"31.03.2017 04:00 - 31.03.2017 05:00","6208","6436"
"31.03.2017 05:00 - 31.03.2017 06:00","6735","6356"
"31.03.2017 06:00 - 31.03.2017 07:00","7034","6313"
"31.03.2017 07:00 - 31.03.2017 08:00","7436","6583"
"31.03.2017 08:00 - 31.03.2017 09:00","8311","7224"
"31.03.2017 09:00 - 31.03.2017 10:00","8139","7444"
"31.03.2017 10:00 - 31.03.2017 11:00","8027","7291"
"31.03.2017 11:00 - 31.03.2017 12:00","7749","7331"
"31.03.2017 12:00 - 31.03.2017 13:00","7761","7470"
"31.03.2017 13:00 - 31.03.2017 14:00","7646","6954"
"31.03.2017 14:00 - 31.03.2017 15:00","7664","7214"
"31.03.2017 15:00 - 31.03.2017 16:00","7433","6912"
"31.03.2017 16:00 - 31.03.2017 17:00","7337","6737"
"31.03.2017 17:00 - 31.03.2017 18:00","6822","6537"
"31.03.2017 18:00 - 31.03.2017 19:00","6880","6435"
"31.03.2017 19:00 - 31.03.2017 20:00","7737","6375"
"31.03.2017 20:00 - 31.03.2017 21:00","7624","6360"
"31.03.2017 21:00 - 31.03.2017 22:00","6822","6505"
"31.03.2017 22:00 - 31.03.2017 23:00","6695","6217"
"31.03.2017 23:00 - 01.04.2017 00:00","6595","6135"
"01.04.2017 00:00 - 01.04.2017 01:00","6145","5816"
"01.04.2017 01:00 - 01.04.2017 02:00","6845","5431"
"01.04.2017 02:00 - 01.04.2017 03:00","6051","5226"
"01.04.2017 03:00 - 01.04.2017 04:00","6948","5302"
"01.04.2017 04:00 - 01.04.2017 05:00","5676","5271"
"01.04.2017 05:00 - 01.04.2017 06:00","5829","5162"
"01.04.2017 06:00 - 01.04.2017 07:00","5976","5126"
"01.04.2017 07:00 - 01.04.2017 08:00","5873","5260"
"01.04.2017 08:00 - 01.04.2017 09:00","6438","5229"
"01.04.2017 09:00 - 01.04.2017 10:00","7021","5496"
"01.04.2017 10:00 - 01.04.2017 11:00","7007","5689"
"01.04.2017 11:00 - 01.04.2017 12:00","6476","5800"
"01.04.2017 12:00 - 01.04.2017 13:00","6479","6094"
"01.04.2017 13:00 - 01.04.2017 14:00","6483","6316"
"01.04.2017 14:00 - 01.04.2017 15:00","6626","6090"
"01.04.2017 15:00 - 01.04.2017 16:00","6750","6123"
"01.04.2017 16:00 - 01.04.2017 17:00","7179","6047"
"01.04.2017 17:00 - 01.04.2017 18:00","6981","6001"
"01.04.2017 18:00 - 01.04.2017 19:00","6541","5606"
"01.04.2017 19:00 - 01.04.2017 20:00","6936","5635"
"01.04.2017 20:00 - 01.04.2017 21:00","6965","5761"
"01.04.2017 21:00 - 01.04.2017 22:00","6605","5842"
"01.04.2017 22:00 - 01.04.2017 23:00","6413","5668"
"01.04.2017 23:00 - 02.04.2017 00:00","6200","5631"
"02.04.2017 00:00 - 02.04.2017 01:00","6181","5346"
"02.04.2017 01:00 - 02.04.2017 02:00","6150","5238"
"02.04.2017 02:00 - 02.04.2017 03:00","6138","5037"
"02.04.2017 03:00 - 02.04.2017 04:00","6142","5609"
"02.04.2017 04:00 - 02.04.2017 05:00","6156","5687"
"02.04.2017 05:00 - 02.04.2017 06:00","6055","5585"
"02.04.2017 06:00 - 02.04.2017 07:00","5831","5452"
"02.04.2017 07:00 - 02.04.2017 08:00","5862","5447"
"02.04.2017 08:00 - 02.04.2017 09:00","6109","5481"
"02.04.2017 09:00 - 02.04.2017 10:00","6325","5325"
"02.04.2017 10:00 - 02.04.2017 11:00","6667","5499"
"02.04.2017 11:00 - 02.04.2017 12:00","6465","5881"
"02.04.2017 12:00 - 02.04.2017 13:00","6694","5879"
"02.04.2017 13:00 - 02.04.2017 14:00","6269","6017"
